%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1455190288594046386,777970,1455190288594046386,world,0.0580615736544,1.16711604595,1.01826131344,-0.0584689490497,-0.0026185514871,-0.000672899535857,0.998285591602
1455190288602619925,777971,1455190288602619925,world,0.0580805949867,1.16721332073,1.01822066307,-0.0603821203113,-0.00110771344043,-0.000771615013946,0.99817442894
1455190288610823766,777972,1455190288610823766,world,0.0580654405057,1.16713428497,1.01820468903,-0.0586747266352,-0.00159549084492,-0.00129796622787,0.99827504158
1455190288619233258,777973,1455190288619233258,world,0.058047272265,1.16716837883,1.01827013493,-0.0600705258548,-0.0017842114903,-0.000615822558757,0.998192429543
1455190288627547222,777974,1455190288627547222,world,0.0580851212144,1.16721141338,1.01826536655,-0.0601985529065,0.000171256106114,-0.000554573605768,0.998186290264
1455190288636203939,777975,1455190288636203939,world,0.0580777563155,1.16711986065,1.01825416088,-0.0598554834723,-0.00234098802321,-0.000439529307187,0.998204290867
1455190288644377011,777976,1455190288644377011,world,0.0580880977213,1.16718900204,1.01827394962,-0.0596883408725,-0.00162189593539,-0.000881373649463,0.998215377331
1455190288652577326,777977,1455190288652577326,world,0.0580054670572,1.16710019112,1.01823985577,-0.0588177517056,-0.00352117372677,7.15436253813e-05,0.998262524605
1455190288660967420,777978,1455190288660967420,world,0.0580578669906,1.16713118553,1.01824557781,-0.0589787177742,-0.00200028414838,-0.00108673016075,0.998256742954
1455190288669549509,777979,1455190288669549509,world,0.0580188669264,1.16708779335,1.01826655865,-0.0592841133475,-0.00326115824282,-0.000187104742508,0.998235821724
1455190288677852207,777980,1455190288677852207,world,0.0580845065415,1.16714894772,1.01830887794,-0.0593499988317,-0.0013763246825,-0.000336959521519,0.998236238956
1455190288685955684,777981,1455190288685955684,world,0.058008082211,1.16707229614,1.01827037334,-0.0594538934529,-0.00316527998075,-0.000127589533804,0.998226046562
